ID  NAME   			          	FILE                 					LINE                        ALTERNATIVE 
1,sqli,/root/php/w3af-moth/webroot/moth/phpids-0.5.4/tests/IDS/MonitorTest.php,|$exploits[] = 'asd\' union (select username,password from admins) where id=\'1';|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/phpids-0.5.4/tests/IDS/MonitorTest.php,$exploits[] = "1' union (select password from users) -- -a";,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/phpids-0.5.4/tests/IDS/MonitorTest.php,|$exploits[] = "asd'; select null,password,null from users; ";|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/phpids-0.5.4/tests/IDS/MonitorTest.php,|$exploits[] = "aa aa'; DECLARE tablecursor CURSOR FOR select a.name as c,b.name as d,(null)from sysobjects a,syscolumns b where a.id=b.id and a.xtype = ( 'u' ) and current_user = current_user OPEN tablecursor ";|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/phpids-0.5.4/tests/IDS/MonitorTest.php,|$exploits[] = "aa aa'; DECLARE tablecursor CURSOR FOR select a.name as c,b.name as d,(null)from sysobjects a,syscolumns b|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/phpids-0.5.4/tests/IDS/MonitorTest.php,|$exploits[] = "asd' union distinct(select null,password,null from users)--a ";|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/phpids-0.5.4/tests/IDS/MonitorTest.php,|$exploits[] = "asd' union distinct ( select null,password,(null)from user )-- a ";|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/phpids-0.5.4/tests/IDS/MonitorTest.php,$exploits[] = "asd'; select [column] from users ";,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/phpids-0.5.4/tests/IDS/MonitorTest.php,$exploits[] = "select *something* from the menu";,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/phpids-0.5.4/lib/IDS/Caching/Database.php,$rows = $handle->query('SELECT created FROM `' .,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/phpids-0.5.4/lib/IDS/Caching/Database.php,$result = $handle->prepare('SELECT * FROM ' .,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/crawl/ajax/username-ajax.php,$sql = "SELECT `username` FROM `users` WHERE `username` = '$username'";,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/crawl/ajax/username-ajax.php,$sql = "SELECT `username` FROM `users` WHERE `username` = '".$username.$postfix."'";,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/sql_injection_integer.php,|$result = mysql_query("SELECT * FROM users where id=" . $_GET["id"], $link);|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/form_sql_injection.php,|$result = mysql_query("SELECT * FROM users WHERE nombre ='" . $_POST['firstname'] ."'", $link);|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/sql_injection_table.php,|$result = mysql_query("SELECT * FROM " . $_GET['table'] , $link);|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/sql_injection_no_results.php,|$result = mysql_query("SELECT * FROM users where nombre='" . $_GET["nombre"] . "'", $link);|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/sql_injection/select/sql_injection_string.php,$sql_stm = "SELECT * FROM users where name='" . $_REQUEST["name"] . "'";,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/hpp/vote-log.php,|$stm = $db->query('SELECT id, votefor, ipaddress from votes ORDER BY id DESC LIMIT 100');|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/bsqli_integer.php,|$result = mysql_query("SELECT * FROM users where id =" . $_GET['id'] , $link);|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/bsqli_string_rnd.php,echo "SELECT * FROM users where email ='".$_GET['email']."'";,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/bsqli_string_rnd.php,|$result = mysql_query ("SELECT * FROM users where email ='".$_GET['email']."'", $link);|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/bsqli_string.php,echo "SELECT * FROM users where email ='" . $_GET['email'] ."'";,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/bsqli_string.php,|$result = mysql_query("SELECT * FROM users where email ='" . $_GET['email'] ."'", $link);|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/completely_bsqli_single.php,echo "SELECT * FROM users where email ='" . $_GET['email'] ."'";,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/completely_bsqli_single.php,|$result = mysql_query("SELECT * FROM users where email ='" . $_GET['email'] ."'", $link);|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/completely_bsqli_integer.php,|$result = mysql_query("SELECT * FROM users where id =" . $_GET['id'] , $link);|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/completely_bsqli_double.php,echo "SELECT * FROM users where email ='" . $_GET['email'] ."'";,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/completely_bsqli_double.php,|$result = mysql_query('SELECT * FROM users where email ="' . $_GET['email'] .'"', $link);|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/audit/blind_sql_injection/forms/data_receptor.php,|$result = mysql_query("SELECT * FROM users where name ='" . $_POST['user'] ."'", $link);|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/core/fuzzURLParts/config.php,$sql = 'SELECT * FROM news WHERE id = '.$id;,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/core/json/GetCustomerData.php,$sQuery = "Select " . $joined_list_of_cols . " from customers";,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/core/wml_parser/form_sql_injection.php,|$result = mysql_query("SELECT * FROM users WHERE nombre ='" . $_POST['firstname'] ."'", $link);|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/core/wml_parser/sql_injection_string.php,$sql_stm = "SELECT * FROM users where name='" . $_GET["name"] . "'";,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/core/ajax/GetCustomerData.php,$sQuery = "Select * from customers where CustomerId=".$sID;,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
1,sqli,/root/php/w3af-moth/webroot/moth/w3af/core/repeated_parameter_names/repeated_parameter_names.php,|$result = mysql_query("SELECT * FROM users where id=" . $ids[0], $link);|,http://phpsecurity.readthedocs.io/en/latest/Injection-Attacks.html#command-injection
